Employee_ID,Age,Gender,Department,Experience_Years,Performance_Score,Salary
E0524,0.7986579284908025,Female,Operations,-0.5241256905107071,-0.2284377858022443,-1.1736611391253988
E0603,1.369259777979029,Female,Sales,-0.5600805646122194,,-0.5509072301272042
E0527,-1.1033482364699527,Female,Sales,1.309572888666428,-0.12493846537404292,1.359984062259486
E0032,-1.008247928221915,Female,Operations,0.9859790217528165,,0.9440385304366554
E0617,1.6545607027231424,Male,Sales,1.5972118814785279,0.28905881633876257,1.5314079595115082
E0586,0.5133570037466892,Female,Sales,-1.7106365358606181,0.3718582726813234,-1.6608931368998252
E0445,1.4643600862270667,Male,Sales,0.9500241476513035,1.6035001857769204,1.351639276317784
E0733,-1.5788497777101416,Female,IT,-0.20053182359709484,1.0446038554646324,-0.37042697603922636
E0077,-1.769050394206217,Female,Sales,-1.3510877948454936,0.07171024343954029,-0.8571414677087409
E0412,-0.7229470034778017,Female,Marketing,-0.3803061941046571,-0.4871860868727477,-0.35839495910002783
E0569,0.7986579284908025,Female,Operations,0.1590169174180297,,0.13938122556197563
E0071,-0.4376460787336884,Female,HR,-0.8836744315258316,-0.5803354752581281,-0.8138003314223806
E0676,-1.2935488529660282,Male,Sales,1.2736180145649156,-0.34228703827326523,0.4740782989136593
E0102,1.4643600862270667,Female,Sales,-0.2724415718001198,0.4236079328954241,-0.3546430398394176
E0895,1.2741594697309913,Male,IT,1.9927154965951648,1.4172014090061582,2.061204834414927
E0926,1.74966101097118,Female,Marketing,1.201708266361891,-1.263430990084258,0.813109485893979
E0630,1.369259777979029,Female,Finance,-0.9196293056273439,-0.7148845918147904,-1.228516786246046
E0300,0.7035576202427647,Male,Sales,,0.5064073892379863,-1.8020429270145089
E0925,-0.9131476199738772,Female,HR,0.08710716921500473,0.7651556903084898,-0.2639500949536308
E0425,0.608457311994727,Male,Marketing,0.6983400289407166,0.13380983569646052,0.7510734415676813
E0097,1.4643600862270667,Male,Sales,-0.6679451869167568,-0.6941847277291505,-1.2245708021960937
E0901,-0.9131476199738772,Female,Finance,0.5904754066361789,0.9721543311648926,0.7470627692546151
E0261,-1.1033482364699527,Male,Operations,0.5904754066361789,-0.6010353393437686,-0.12681097715201325
E0351,0.608457311994727,Male,HR,0.015197421011979757,0.8790049427795107,-0.3280561636995757
E0529,-1.5788497777101416,Male,Sales,0.6623851548392042,-0.9322331647140134,0.4538308725589865
E0695,-0.057244845741537355,Male,IT,-1.2072682984394436,0.27870888429594304,-0.7831380947063585
E0362,-1.388649161214066,Male,IT,0.19497179151954203,0.4546577290238857,0.349553392419266
E0612,-1.388649161214066,Male,Sales,,-3.3541172627339253,-0.13243885604292868
E0885,0.8937582367388403,Female,Operations,1.0219338958543287,-0.3319371062304457,1.1093170426928503
E0721,-0.4376460787336884,Male,Finance,-1.315132920743981,-0.7769841840717113,-1.8645964774457184
E0487,1.4643600862270667,Female,Operations,0.41070103612861664,-1.625678611582963,-0.4758688449149984
E0694,1.1790591614829535,Male,Marketing,-0.9915390538303689,,-0.782232459022763
E0679,-0.8180473117258394,Female,HR,-0.6679451869167568,0.12345990365364097,-0.3487564078960462
E0810,-0.5327463869817262,Female,IT,-2.1780498991802797,-0.5078859509583883,-1.8042423279603839
E0409,1.2741594697309913,Female,Operations,1.0219338958543287,-0.7252345238576107,0.21791277698233588
E0741,0.7986579284908025,Male,Marketing,0.0511522951134924,0.1027600395680004,0.5248585854581262
E0214,-1.769050394206217,Female,Finance,0.12306204331651738,-1.077132213313495,0.001142407287420532
E0590,-1.388649161214066,Male,IT,0.7342949030422289,2.152046584046387,0.4971720088453468
E0366,-0.7229470034778017,Male,Marketing,1.0219338958543287,-1.0978320773991357,0.42607960768309316
E0200,1.2741594697309913,Female,HR,-1.6746816617591058,-0.12493846537404292,-1.3990997360775863
E0637,-0.7229470034778017,Female,IT,-0.8117646833228066,0.44430779698106465,-0.17170463175310882
E0629,1.1790591614829535,Female,Sales,-0.9196293056273439,0.3822082047241444,-0.5322123220872668
E0829,-1.008247928221915,Female,Finance,0.6623851548392042,-0.1145885333312219,0.3510412224708873
E0353,-1.008247928221915,Female,IT,0.23092666562105468,-1.356580378469639,0.6006732298276997
E0330,0.22805607900257593,Female,Finance,-1.2791780466424685,0.672006301923108,-0.8627693465996563
E0982,0.8937582367388403,Female,Finance,,0.7755056223513094,3.5569915423992686
E0838,1.0839588532349158,Female,HR,0.5904754066361789,0.951454467079252,1.0885521102332658
E0245,-1.4837494694621038,Female,IT,0.9859790217528165,1.4275513410489777,1.4641968541360928
E0287,1.1790591614829535,Male,Finance,-0.20053182359709484,1.5828003216912798,-0.5906258236791821
E0290,-1.5788497777101416,Male,Marketing,0.338791287925592,-0.9425830967568336,0.024559558534677877
E0599,0.22805607900257593,Female,Operations,-1.638726787657593,1.593150253734101,-1.4188296563273473
E0762,0.608457311994727,Female,Sales,-0.5600805646122194,-0.9736328928852938,-1.230716187191921
E0060,-0.4376460787336884,Male,Sales,-1.638726787657593,-1.3358805143839987,-1.537985436983281
E0623,-0.5327463869817262,Female,IT,0.9500241476513035,1.1998528361069345,0.6171687369217622
E0319,-0.7229470034778017,Female,Finance,-0.4881708164091944,0.12345990365364097,-0.5691493203253439
E0011,0.41825669549865147,Male,Sales,-0.3083964459016322,-0.7873341161145316,-0.10429946158835149
E0238,-0.1523451539895751,Male,Marketing,0.5545205325346666,,0.4284083851551961
E0332,-0.4376460787336884,Male,HR,0.5904754066361789,-0.4975360189155673,1.024057911908637
E0706,0.608457311994727,Female,HR,0.12306204331651738,-0.17668812558814362,0.1523835664478837
E0087,0.7986579284908025,Female,IT,1.057888769955841,-1.1185319414847756,0.5248585854581262
E0804,0.03785546250650041,Female,HR,1.9927154965951648,1.220552700192575,2.182042509911824
E0175,-0.8180473117258394,Male,Sales,-1.7825462840636428,0.5064073892379863,-1.4628176752448472
E0313,1.5594603944751046,Male,Finance,-1.1713134243379313,-0.2594875819307044,-0.5268431962488072
E0463,-0.6278466952297639,Female,HR,0.0511522951134924,-0.7355844559004309,-0.10746918648093605
E0219,-1.008247928221915,Male,Finance,-0.5600805646122194,1.9036482150187048,0.38325597750164464
E0031,0.13295577075453818,Male,HR,2.3163093635087773,1.6448999139482015,2.318922874660986
E0548,-0.4376460787336884,Male,Finance,-0.0567123271910449,-0.32158717418762467,-0.3413819459010536
E0665,-1.388649161214066,Female,IT,-0.7398549351197817,-0.1663381935453226,-0.7342984560553109
E0055,1.369259777979029,Male,Finance,1.9567606224936525,0.16485963182492064,1.6554800481641037
E0024,0.7035576202427647,Male,Operations,-0.6679451869167568,-1.6670783397542432,-0.4822082947001675
E0257,0.22805607900257593,Male,Sales,0.48261078433164195,2.6177935259732936,1.0005760723982657
E0451,1.1790591614829535,Male,Operations,-0.20053182359709484,0.4236079328954241,-0.1880060740578294
E0004,0.13295577075453818,Male,Marketing,-1.2072682984394436,-0.13528839741686247,-1.6645156796342075
